"","Degree","Closeness","Betweennes","Eigenvector","SS","Node","Partition","Country"
"text1953",3,0.00209205020920502,15.0536886694995,0.0977460214050399,"text195","text195","Program","Colombia"
"text1983",3,0.00169491525423729,6.12797991487744,0.0684259566129489,"text198","text198","Program","Colombia"
"text2003",3,0.00206611570247934,13.0135716331518,0.0905999064933814,"text200","text200","Program","Colombia"
"text2073",3,0.00205761316872428,8.06537399344725,0.0983066550258264,"text207","text207","Program","Colombia"
"text2122",3,0.00211864406779661,15.0279524899024,0.103189660534386,"text212","text212","Program","Colombia"
"text2142",3,0.00205761316872428,8.00823760173857,0.0987210222500552,"text214","text214","Program","Colombia"
"text2152",3,0.00203252032520325,8.1345682974442,0.0783115750003636,"text215","text215","Program","Colombia"
"text2213",3,0.00203252032520325,8.1345682974442,0.0783115750003636,"text221","text221","Program","Colombia"
"text2272",3,0.0020746887966805,12.0822065395407,0.0889117609232635,"text227","text227","Program","Colombia"
"text2302",3,0.00210084033613445,13.3861454632355,0.096057875834922,"text230","text230","Program","Colombia"
"text6102",2,0.00198412698412698,3.68794631912776,0.0607644607891962,"text6","text6","Program","Colombia"
"text8102",2,0.00198412698412698,3.68794631912776,0.0607644607891962,"text8","text8","Program","Colombia"
"text2513",2,0.00153846153846154,2.63340189979865,0.0454352032724352,"text25","text25","Program","Colombia"
"text2613",2,0.00202429149797571,3.83222187643728,0.0753159016853127,"text26","text26","Program","Colombia"
"text2813",2,0.00203252032520325,3.42792758209813,0.080759540814659,"text28","text28","Program","Colombia"
"text2913",2,0.00199203187250996,3.10338204907927,0.0685841539978831,"text29","text29","Program","Colombia"
"text3813",2,0.00203252032520325,7.65810321890685,0.073052792282214,"text38","text38","Program","Colombia"
"text4013",2,0.00196850393700787,20.5539645957522,0.052299520225572,"text40","text40","Program","Colombia"
"text4313",2,0.00202429149797571,3.83222187643728,0.0753159016853127,"text43","text43","Program","Colombia"
"text4413",2,0.002,3.05698604822229,0.0681697867736542,"text44","text44","Program","Colombia"
"text4713",2,0.00205761316872428,6.92052168699959,0.0713646467120961,"text47","text47","Program","Colombia"
"text4813",2,0.00203252032520325,7.65810321890685,0.073052792282214,"text48","text48","Program","Colombia"
"text5113",2,0.00199203187250996,3.10338204907927,0.0685841539978831,"text51","text51","Program","Colombia"
"text5212",2,0.00203252032520325,7.65810321890685,0.073052792282214,"text52","text52","Program","Colombia"
"text5512",2,0.00203252032520325,3.42792758209813,0.080759540814659,"text55","text55","Program","Colombia"
"text5912",2,0.00203252032520325,3.42792758209813,0.080759540814659,"text59","text59","Program","Colombia"
"text7512",2,0.00202429149797571,3.83222187643728,0.0753159016853127,"text75","text75","Program","Colombia"
"text7612",2,0.00147058823529412,2.16988942708749,0.0387034555850056,"text76","text76","Program","Colombia"
"text963",2,0.00205761316872428,6.92052168699959,0.0713646467120961,"text96","text96","Program","Colombia"
"text1173",2,0.00202429149797571,3.83222187643728,0.0753159016853127,"text117","text117","Program","Colombia"
"text1183",2,0.00203252032520325,3.42792758209813,0.080759540814659,"text118","text118","Program","Colombia"
"text1293",2,0.002,3.05698604822229,0.0681697867736542,"text129","text129","Program","Colombia"
"text1333",2,0.00199203187250996,3.10338204907927,0.0685841539978831,"text133","text133","Program","Colombia"
"text1363",2,0.002,3.05698604822229,0.0681697867736542,"text136","text136","Program","Colombia"
"text1453",2,0.00203252032520325,7.65810321890685,0.073052792282214,"text145","text145","Program","Colombia"
"text1493",2,0.00202429149797571,3.83222187643728,0.0753159016853127,"text149","text149","Program","Colombia"
"text1503",2,0.00147058823529412,2.29848236602264,0.0399772339308946,"text150","text150","Program","Colombia"
"text1514",2,0.002,3.05698604822229,0.0681697867736542,"text151","text151","Program","Colombia"
"text1533",2,0.00202429149797571,3.83222187643728,0.0753159016853127,"text153","text153","Program","Colombia"
"text1543",2,0.00203252032520325,3.42792758209813,0.080759540814659,"text154","text154","Program","Colombia"
"text1563",2,0.002,3.05698604822229,0.0681697867736543,"text156","text156","Program","Colombia"
"text1603",2,0.00203252032520325,7.65810321890685,0.073052792282214,"text160","text160","Program","Colombia"
"text1633",2,0.00205761316872428,6.92052168699959,0.0713646467120961,"text163","text163","Program","Colombia"
"text1643",2,0.00203252032520325,3.42792758209813,0.0807595408146589,"text164","text164","Program","Colombia"
"text1793",2,0.00135135135135135,7.77724314975968,0.0241069673828124,"text179","text179","Program","Colombia"
"text1803",2,0.00146198830409357,2.33337066564164,0.0403916011551235,"text180","text180","Program","Colombia"
"text1863",2,0.00202429149797571,3.83222187643728,0.0753159016853127,"text186","text186","Program","Colombia"
"text1883",2,0.00203252032520325,7.65810321890685,0.073052792282214,"text188","text188","Program","Colombia"
"text1893",2,0.00205761316872428,6.92052168699959,0.0713646467120961,"text189","text189","Program","Colombia"
"text1903",2,0.00199203187250996,3.10338204907927,0.0685841539978831,"text190","text190","Program","Colombia"
"text1963",2,0.002,3.05698604822229,0.0681697867736542,"text196","text196","Program","Colombia"
"text2092",2,0.0016025641025641,1.70075083329977,0.0548300973749981,"text209","text209","Program","Colombia"
"text2172",2,0.00203252032520325,7.65810321890685,0.073052792282214,"text217","text217","Program","Colombia"
"text2182",2,0.00203252032520325,3.42792758209813,0.080759540814659,"text218","text218","Program","Colombia"
"text2222",2,0.00199203187250996,3.10338204907927,0.0685841539978831,"text222","text222","Program","Colombia"
"text2252",2,0.00205761316872428,6.92052168699959,0.0713646467120961,"text225","text225","Program","Colombia"
"text2262",2,0.00203252032520325,7.65810321890685,0.073052792282214,"text226","text226","Program","Colombia"
"text1415",1,0.001953125,0,0.0506226725624868,"text14","text14","Program","Colombia"
"text1515",1,0.001953125,0,0.0506226725624868,"text15","text15","Program","Colombia"
"text1614",1,0.00133333333333333,0,0.0224301197197272,"text16","text16","Program","Colombia"
"text2214",1,0.001953125,0,0.0506226725624868,"text22","text22","Program","Colombia"
"text3513",1,0.001953125,0,0.0506226725624868,"text35","text35","Program","Colombia"
"text3613",1,0.001953125,0,0.0506226725624868,"text36","text36","Program","Colombia"
"text4913",1,0.001953125,0,0.0506226725624868,"text49","text49","Program","Colombia"
"text5013",1,0.001953125,0,0.0506226725624868,"text50","text50","Program","Colombia"
"text5812",1,0.001953125,0,0.0506226725624868,"text58","text58","Program","Colombia"
"text7212",1,0.001953125,0,0.0506226725624868,"text72","text72","Program","Colombia"
"text8112",1,0.001953125,0,0.0506226725624868,"text81","text81","Program","Colombia"
"text8512",1,0.00133333333333333,0,0.0224301197197272,"text85","text85","Program","Colombia"
"text8812",1,0.0013550135501355,0,0.0246932291228259,"text88","text88","Program","Colombia"
"text973",1,0.001953125,0,0.0506226725624868,"text97","text97","Program","Colombia"
"text1015",1,0.001953125,0,0.0506226725624868,"text101","text101","Program","Colombia"
"text1063",1,0.001953125,0,0.0506226725624868,"text106","text106","Program","Colombia"
"text1223",1,0.001953125,0,0.0506226725624868,"text122","text122","Program","Colombia"
"text1273",1,0.001953125,0,0.0506226725624868,"text127","text127","Program","Colombia"
"text1373",1,0.001953125,0,0.0506226725624868,"text137","text137","Program","Colombia"
"text1443",1,0.001953125,0,0.0506226725624868,"text144","text144","Program","Colombia"
"text1673",1,0.001953125,0,0.0506226725624868,"text167","text167","Program","Colombia"
"text1753",1,0.001953125,0,0.0506226725624868,"text175","text175","Program","Colombia"
"text1833",1,0.00131926121372032,0,0.0207419741496093,"text183","text183","Program","Colombia"
"text1853",1,0.001953125,0,0.0506226725624868,"text185","text185","Program","Colombia"
"text1933",1,0.001953125,0,0.0506226725624868,"text193","text193","Program","Colombia"
"text2162",1,0.00141643059490085,0,0.0301368682521722,"text216","text216","Program","Colombia"
"text2192",1,0.00131926121372032,0,0.0207419741496093,"text219","text219","Program","Colombia"
"text2202",1,0.00133333333333333,0,0.0224301197197272,"text220","text220","Program","Colombia"
"text2232",1,0.001953125,0,0.0506226725624868,"text223","text223","Program","Colombia"
"text4113",0,NA,0,3.07605422338643e-18,"text41","text41","Program","Colombia"
"text6312",0,NA,0,3.07605422338643e-18,"text63","text63","Program","Colombia"
"text7912",0,NA,0,3.07605422338643e-18,"text79","text79","Program","Colombia"
"text933",0,NA,0,3.07605422338643e-18,"text93","text93","Program","Colombia"
"text1133",0,NA,0,3.07605422338643e-18,"text113","text113","Program","Colombia"
"text1343",0,NA,0,3.07605422338643e-18,"text134","text134","Program","Colombia"
"text1615",0,NA,0,3.07605422338643e-18,"text161","text161","Program","Colombia"
"text1663",0,NA,0,3.07605422338643e-18,"text166","text166","Program","Colombia"
"text1783",0,NA,0,3.07605422338643e-18,"text178","text178","Program","Colombia"
"text1843",0,NA,0,3.07605422338643e-18,"text184","text184","Program","Colombia"
"science4",119,0.00714285714285714,3183.45553515264,1,"science","science","Skill","Costa Rica"
"speaking4",103,0.00581395348837209,2024.62334659619,0.911345691295316,"speaking","speaking","Skill","Costa Rica"
"reading_comprehension4",88,0.00495049504950495,1327.19772332201,0.81178166210665,"reading_comprehension","reading_comprehension","Skill","Costa Rica"
"active_listening4",75,0.0043859649122807,826.594061529236,0.72917844987782,"active_listening","active_listening","Skill","Costa Rica"
"learning_strategy4",39,0.00333333333333333,221.780672404038,0.369996135748953,"learning_strategy","learning_strategy","Skill","Costa Rica"
"critical_thinking4",26,0.00306748466257669,100.618979993386,0.238374839114952,"critical_thinking","critical_thinking","Skill","Costa Rica"
"monitoring4",24,0.00303030303030303,82.2956436671693,0.221283249768423,"monitoring","monitoring","Skill","Costa Rica"
"writing4",14,0.00285714285714286,30.2287246686965,0.115924312852262,"writing","writing","Skill","Costa Rica"
"active_learning4",14,0.00285714285714286,25.77975395582,0.129765590851047,"active_learning","active_learning","Skill","Costa Rica"
"text3914",8,0.00396825396825397,25.6677610521244,0.230450935222579,"text39","text39","Program","Costa Rica"
"mathematics4",8,0.00276243093922652,8.42555871081892,0.0710892276925092,"mathematics","mathematics","Skill","Costa Rica"
"text4314",7,0.00393700787401575,14.4581756607106,0.223672498765844,"text43","text43","Program","Costa Rica"
"text4414",7,0.00393700787401575,18.8520602809071,0.218891981591976,"text44","text44","Program","Costa Rica"
"text7813",7,0.00393700787401575,14.4581756607106,0.223672498765844,"text78","text78","Program","Costa Rica"
"text1074",7,0.00393700787401575,35.3138260807605,0.201662468407462,"text107","text107","Program","Costa Rica"
"text5104",6,0.00390625,8.98539593636845,0.211220748735439,"text5","text5","Program","Costa Rica"
"text6103",6,0.00390625,8.98539593636845,0.211220748735439,"text6","text6","Program","Costa Rica"
"text7103",6,0.00390625,19.6597568567939,0.193168533758964,"text7","text7","Program","Costa Rica"
"text929",6,0.00390625,15.1709577321863,0.198672064042697,"text9","text9","Program","Costa Rica"
"text1916",6,0.00390625,16.3879172522015,0.168719580583744,"text19","text19","Program","Costa Rica"
"text2314",6,0.00390625,17.0881273443812,0.179186800657255,"text23","text23","Program","Costa Rica"
"text2514",6,0.00390625,16.6887438590561,0.198841847332634,"text25","text25","Program","Costa Rica"
"text2914",6,0.00390625,14.6644640960591,0.199564860442499,"text29","text29","Program","Costa Rica"
"text3114",6,0.00390625,21.1159567521173,0.203375212579467,"text31","text31","Program","Costa Rica"
"text3414",6,0.00390625,8.61312688904182,0.212113545135242,"text34","text34","Program","Costa Rica"
"text4614",6,0.00390625,8.98539593636845,0.211220748735439,"text46","text46","Program","Costa Rica"
"text4714",6,0.00390625,21.1159567521173,0.203375212579467,"text47","text47","Program","Costa Rica"
"text4814",6,0.00390625,10.8428819599172,0.204345377616367,"text48","text48","Program","Costa Rica"
"text5014",6,0.00390625,8.61312688904182,0.212113545135242,"text50","text50","Program","Costa Rica"
"text5313",6,0.00390625,8.98539593636845,0.211220748735439,"text53","text53","Program","Costa Rica"
"text6713",6,0.00390625,14.6051762261563,0.205717218451706,"text67","text67","Program","Costa Rica"
"text6813",6,0.00390625,8.61312688904182,0.212113545135242,"text68","text68","Program","Costa Rica"
"text6913",6,0.00390625,21.1159567521173,0.203375212579467,"text69","text69","Program","Costa Rica"
"text7113",6,0.00390625,8.61312688904182,0.212113545135242,"text71","text71","Program","Costa Rica"
"text7413",6,0.00390625,13.1966742951556,0.206440231561571,"text74","text74","Program","Costa Rica"
"text7713",6,0.00390625,27.2208474212459,0.160874044427772,"text77","text77","Program","Costa Rica"
"text8013",6,0.00390625,8.98539593636845,0.211220748735439,"text80","text80","Program","Costa Rica"
"text1164",6,0.00390625,8.61312688904182,0.212113545135242,"text116","text116","Program","Costa Rica"
"text4104",5,0.00387596899224806,5.54246861505614,0.192786423985765,"text4","text4","Program","Costa Rica"
"text2215",5,0.00387596899224806,15.8760468474184,0.15507916233391,"text22","text22","Program","Costa Rica"
"text2414",5,0.00387596899224806,6.89939623208604,0.173131377310386,"text24","text24","Program","Costa Rica"
"text2714",5,0.00387596899224806,5.54246861505614,0.192786423985765,"text27","text27","Program","Costa Rica"
"text3014",5,0.00387596899224806,3.76731969231588,0.199661795104837,"text30","text30","Program","Costa Rica"
